attempt_id,run_mode,protocol_id,comparator_ticket,stratum_id,constraint,exploration_m,training_law,joint_training_replication,paired_frozen_base4_train_attempt_id,learner_seed,training_environment_seed,gbm_calibration_record_sha256,updates,train_paths,status,failure_type,policy_sha256,final_update,final_critic_status,elapsed_s,started_at_utc,finished_at_utc
b0d99c070319355c6dcc51286e0da81368d91798e5296d58559db75ef82bce5b,SMOKE,c9ef65485a49d40356f3bbb02d491c4b73fcc9ebf0a22f02f64ab87e04a590d4,C-RLSBJTS-MERTON-COMP-01,S1_PRIMARY,LONG_ONLY_FULL,0.01,MERTONCOMP_EMPIRICAL_GBM,0,0ad1ff00de5f12745943c90e185267f72edfbd2f1d5bc62d91f163288d6563eb,4273169736,2987372009,26c3ea298e9b69b4da788cc2530be428c1b0a41039c8b437bd229b0b4a8fe253,3,32,COMPLETED,,4fe0d8066dffe64645ebb1bc18f986d15f1a4c99de17cf2f54df8fd39806a71a,2,IDENTIFIED,0.089,2026-09-21T07:55:18.892037+00:00,2026-09-21T07:55:18.981163+00:00
00584ae7bb649dbc02f1efc2b1b7921cefc66ac932877e9466b894ba0859bceb,SMOKE,c9ef65485a49d40356f3bbb02d491c4b73fcc9ebf0a22f02f64ab87e04a590d4,C-RLSBJTS-MERTON-COMP-01,S1_PRIMARY,LONG_ONLY_FULL,0.01,MERTONCOMP_EMPIRICAL_GBM,1,b3d6007b8d36af400863df4d8069756070c6065a21ba643c16e4d266602f3058,2867639785,775633981,26c3ea298e9b69b4da788cc2530be428c1b0a41039c8b437bd229b0b4a8fe253,3,32,COMPLETED,,ef21f879593b2014cfad98e0484453394db55b718c76a7ff954752dae4b3b7d3,2,IDENTIFIED,0.088,2026-09-21T07:55:18.981707+00:00,2026-09-21T07:55:19.069991+00:00
80c32664adc07b5f8206949bcb3877fe0d99bf8ba2a5cdc924932db32620a2c6,SMOKE,c9ef65485a49d40356f3bbb02d491c4b73fcc9ebf0a22f02f64ab87e04a590d4,C-RLSBJTS-MERTON-COMP-01,S2_CONFIRMATORY_CONSTRAINT,LONG_ONLY_CAP50,0.01,MERTONCOMP_EMPIRICAL_GBM,0,6edf30b752c62b6bd0e695606ae9bf0e27c03deb387b6e07215ffcd28b15489d,4273169736,2987372009,26c3ea298e9b69b4da788cc2530be428c1b0a41039c8b437bd229b0b4a8fe253,3,32,COMPLETED,,07f54196833135931933036bc8aee9c2b91afcd2c369a710aaa303c8da991736,2,IDENTIFIED,0.086,2026-09-21T07:55:19.076917+00:00,2026-09-21T07:55:19.163323+00:00
c509a853520c13004539f83b07072ddde8c2bd591fb882b1c224359fe3bc2c6d,SMOKE,c9ef65485a49d40356f3bbb02d491c4b73fcc9ebf0a22f02f64ab87e04a590d4,C-RLSBJTS-MERTON-COMP-01,S2_CONFIRMATORY_CONSTRAINT,LONG_ONLY_CAP50,0.01,MERTONCOMP_EMPIRICAL_GBM,1,51f9dbfff7586569633fd46026fc08f1e4046ce44ba3970c6315f23e40e5eb7c,2867639785,775633981,26c3ea298e9b69b4da788cc2530be428c1b0a41039c8b437bd229b0b4a8fe253,3,32,COMPLETED,,7bfa5c448d72147a7784829c73cc8f726dea8bc013f6f455021899cce09df264,2,IDENTIFIED,0.084,2026-09-21T07:55:19.164066+00:00,2026-09-21T07:55:19.248222+00:00
